NOMBRE,GARMINCODE,GIROTIPO,TELEFONO,NOMBRE_VIA,CUADRA,URBANIZACI,DIRECCION,DISTRITO,PROVINCIA,DEPARTAMEN,PAIS,LONGITUDE,LATITUDE
,,avenida,,AV BERTELLO PUNTO 1,,,,,CALLAO,CALLAO,PERU,-77.10262105,-12.01745724
,,avenida,,AV BERTELLO PUNTO 2,,,,,CALLAO,CALLAO,PERU,-77.10348779,-12.01579309
,,avenida,,AV BERTELLO PUNTO 3,,,,,CALLAO,CALLAO,PERU,-77.10425053,-12.01402494
,,avenida,,AV BERTELLO PUNTO 4,,,,,CALLAO,CALLAO,PERU,-77.10522128,-12.01215277
,,avenida,,AV BERTELLO PUNTO 5,,,,,CALLAO,CALLAO,PERU,-77.10695477,-12.00880715
,,avenida,,AV BERTELLO PUNTO 6,,,,,CALLAO,CALLAO,PERU,-77.10820287,-12.00629359
,,avenida,,AV BERTELLO PUNTO 7,,,,,CALLAO,CALLAO,PERU,-77.10894827,-12.00452544
,,avenida,,AV BERTELLO PUNTO 8,,,,,CALLAO,CALLAO,PERU,-77.10988436,-12.00286129
,,avenida,,AV BERTELLO PUNTO 9,,,,,CALLAO,CALLAO,PERU,-77.11050841,-12.0014745
,,avenida,,AV BERTELLO PUNTO 10,,,,,CALLAO,CALLAO,PERU,-77.1115485,-11.99963701
,,avenida,,AV BERTELLO PUNTO 11,,,,,CALLAO,CALLAO,PERU,-77.11236324,-11.99807687
,,avenida,,AV BERTELLO PUNTO 12,,,,,CALLAO,CALLAO,PERU,-77.11523216,-11.98673987
,,avenida,,AV BERTELLO PUNTO 13,,,,,CALLAO,CALLAO,PERU,-77.11595156,-11.9851364
,,avenida,,AV BERTELLO PUNTO 14,,,,,CALLAO,CALLAO,PERU,-77.11531017,-11.98361093
,,avenida,,AV BERTELLO PUNTO 15,,,,,CALLAO,CALLAO,PERU,-77.11484212,-11.98259684
,,avenida,,AV BERTELLO PUNTO 16,,,,,CALLAO,CALLAO,PERU,-77.1145041,-11.98111471
,,avenida,,AV BERTELLO PUNTO 17,,,,,CALLAO,CALLAO,PERU,-77.11466011,-11.98019597
,,avenida,,AV BERTELLO PUNTO 18,,,,,CALLAO,CALLAO,PERU,-77.1149288,-11.97900853
,,avenida,,AV BERTELLO PUNTO 19,,,,,CALLAO,CALLAO,PERU,-77.11521482,-11.97834114
,,avenida,,AV BERTELLO PUNTO 20,,,,,CALLAO,CALLAO,PERU,-77.11576087,-11.9775264
,,avenida,,AV BERTELLO PUNTO 21,,,,,CALLAO,CALLAO,PERU,-77.1164456,-11.97634763
,,avenida,,AV BERTELLO PUNTO 22,,,,,CALLAO,CALLAO,PERU,-77.1168703,-11.97549822
,,avenida,,AV BERTELLO PUNTO 23,,,,,CALLAO,CALLAO,PERU,-77.11754636,-11.97467481
,,avenida,,AV LOS ALISOS PUNTO 1,,,,,CALLAO,CALLAO,PERU,-77.11908916,-11.97176689
,,avenida,,AV LOS ALISOS PUNTO 2,,,,,CALLAO,CALLAO,PERU,-77.11936219,-11.9710475
,,avenida,,AV LOS ALISOS PUNTO 3,,,,,CALLAO,CALLAO,PERU,-77.11974789,-11.97003774
,,avenida,,AV LOS ALISOS PUNTO 4,,,,,CALLAO,CALLAO,PERU,-77.12022893,-11.96908432
,,avenida,,AV LOS ALISOS PUNTO 5,,,,,CALLAO,CALLAO,PERU,-77.12061897,-11.96863795
,,avenida,,AV LOS ALISOS PUNTO 6,,,,,CALLAO,CALLAO,PERU,-77.12102633,-11.96819158
,,avenida,,AV LOS ALISOS PUNTO 7,,,,,CALLAO,CALLAO,PERU,-77.12147704,-11.96754585
,,avenida,,AV LOS ALISOS PUNTO 8,,,,,CALLAO,CALLAO,PERU,-77.1222051,-11.96672245
,,avenida,,AV LOS ALISOS PUNTO 9,,,,,CALLAO,CALLAO,PERU,-77.12254747,-11.96601605
,,avenida,,AV LOS ALISOS PUNTO 10,,,,,CALLAO,CALLAO,PERU,-77.12280316,-11.96528366
,,avenida,,AV LOS ALISOS PUNTO 11,,,,,CALLAO,CALLAO,PERU,-77.12307185,-11.96456426
,,avenida,,AV LOS ALISOS PUNTO 12,,,,,CALLAO,CALLAO,PERU,-77.12430696,-11.96332482
,,avenida,,AV CENTRAL PUNTO 1,,,,,CALLAO,CALLAO,PERU,-77.11368502,-11.94114487
,,avenida,,AV CENTRAL PUNTO 2,,,,,CALLAO,CALLAO,PERU,-77.11282695,-11.93912536
,,avenida,,AV CENTRAL PUNTO 3,,,,,CALLAO,CALLAO,PERU,-77.11248892,-11.93769523
,,avenida,,AV CENTRAL PUNTO 4,,,,,CALLAO,CALLAO,PERU,-77.11235024,-11.93569306
,,avenida,,AV CENTRAL PUNTO 5,,,,,CALLAO,CALLAO,PERU,-77.11243691,-11.93401158
,,avenida,,AV CENTRAL PUNTO 6,,,,,CALLAO,CALLAO,PERU,-77.113477,-11.93182738
,,avenida,,AV CENTRAL PUNTO 7,,,,,CALLAO,CALLAO,PERU,-77.11493313,-11.93068328
,,avenida,,AV CENTRAL PUNTO 8,,,,,CALLAO,CALLAO,PERU,-77.11690931,-11.92936583
,,avenida,,AV CENTRAL PUNTO 9,,,,,CALLAO,CALLAO,PERU,-77.117256,-11.92732032
,,avenida,,AV CENTRAL PUNTO 10,,,,,CALLAO,CALLAO,PERU,-77.11708265,-11.92579485
,,avenida,,AV CENTRAL PUNTO 11,,,,,CALLAO,CALLAO,PERU,-77.11718666,-11.92361066
,,avenida,,AV CENTRAL PUNTO 12,,,,,CALLAO,CALLAO,PERU,-77.11732534,-11.92125312
,,avenida,,AV CENTRAL PUNTO 13,,,,,CALLAO,CALLAO,PERU,-77.11732534,-11.91917294
,,avenida,,AV CENTRAL PUNTO 14,,,,,CALLAO,CALLAO,PERU,-77.11701332,-11.91723144
,,avenida,,AV CENTRAL PUNTO 15,,,,,CALLAO,CALLAO,PERU,-77.11638926,-11.91528993
,,avenida,,AV CENTRAL PUNTO 16,,,,,CALLAO,CALLAO,PERU,-77.11576521,-11.91366045
,,avenida,,AV CENTRAL PUNTO 17,,,,,CALLAO,CALLAO,PERU,-77.11500247,-11.91196164
,,avenida,,AV CENTRAL PUNTO 18,,,,,CALLAO,CALLAO,PERU,-77.11375436,-11.91012414
,,avenida,,AV CENTRAL PUNTO 19,,,,,CALLAO,CALLAO,PERU,-77.11354634,-11.90870269
,,avenida,,AV CENTRAL PUNTO 20,,,,,CALLAO,CALLAO,PERU,-77.11240224,-11.90728123
,,avenida,,AV CENTRAL PUNTO 21,,,,,CALLAO,CALLAO,PERU,-77.11018338,-11.90721189
,,avenida,,AV CENTRAL PUNTO 22,,,,,CALLAO,CALLAO,PERU,-77.10772183,-11.90800929
,,avenida,,AV CENTRAL PUNTO 23,,,,,CALLAO,CALLAO,PERU,-77.10553764,-11.90877203
,,avenida,,AV CENTRAL PUNTO 24,,,,,CALLAO,CALLAO,PERU,-77.1046709,-11.90894537
,,avenida,,AV CENTRAL PUNTO 25,,,,,CALLAO,CALLAO,PERU,-77.10220935,-11.90877203
,,avenida,,AV AREQUIPA PUNTO 1,,,,,CALLAO,CALLAO,PERU,-77.1126276,-11.94174292
,,avenida,,AV AREQUIPA PUNTO 2,,,,,CALLAO,CALLAO,PERU,-77.11181286,-11.93976675
,,avenida,,AV AREQUIPA PUNTO 3,,,,,CALLAO,CALLAO,PERU,-77.11125814,-11.93789458
,,avenida,,AV AREQUIPA PUNTO 4,,,,,CALLAO,CALLAO,PERU,-77.1111888,-11.93572773
,,avenida,,AV AREQUIPA PUNTO 5,,,,,CALLAO,CALLAO,PERU,-77.11143149,-11.93382089
,,avenida,,AV AREQUIPA PUNTO 6,,,,,CALLAO,CALLAO,PERU,-77.11224623,-11.93148069
,,avenida,,AV AREQUIPA PUNTO 7,,,,,CALLAO,CALLAO,PERU,-77.1141704,-11.92992055
,,avenida,,AV AREQUIPA PUNTO 8,,,,,CALLAO,CALLAO,PERU,-77.11592122,-11.92881112
,,avenida,,AV AREQUIPA PUNTO 9,,,,,CALLAO,CALLAO,PERU,-77.1161119,-11.9270603
,,avenida,,AV AREQUIPA PUNTO 10,,,,,CALLAO,CALLAO,PERU,-77.11607723,-11.92569085
,,avenida,,AV AREQUIPA PUNTO 11,,,,,CALLAO,CALLAO,PERU,-77.11607723,-11.92340264
,,avenida,,AV AREQUIPA PUNTO 12,,,,,CALLAO,CALLAO,PERU,-77.11614657,-11.92120112
,,avenida,,AV AREQUIPA PUNTO 13,,,,,CALLAO,CALLAO,PERU,-77.11621591,-11.91912093
,,avenida,,AV AREQUIPA PUNTO 14,,,,,CALLAO,CALLAO,PERU,-77.11590388,-11.91743945
,,avenida,,AV AREQUIPA PUNTO 15,,,,,CALLAO,CALLAO,PERU,-77.11519316,-11.91575797
,,avenida,,AV AREQUIPA PUNTO 16,,,,,CALLAO,CALLAO,PERU,-77.11444776,-11.91397248
,,avenida,,AV AREQUIPA PUNTO 17,,,,,CALLAO,CALLAO,PERU,-77.11378903,-11.91241235
,,prolongacion,,PROLONGACIÓN NEPTUNO PUNTO 1,,,,,CALLAO,CALLAO,PERU,-77.13406215,-11.88218902
,,prolongacion,,PROLONGACIÓN NEPTUNO PUNTO 2,,,,,CALLAO,CALLAO,PERU,-77.13323874,-11.8822757
,,prolongacion,,PROLONGACIÓN NEPTUNO PUNTO 3,,,,,CALLAO,CALLAO,PERU,-77.13284871,-11.88221503
,,prolongacion,,PROLONGACIÓN NEPTUNO PUNTO 4,,,,,CALLAO,CALLAO,PERU,-77.13247601,-11.88219769
,,prolongacion,,PROLONGACIÓN NEPTUNO PUNTO 5,,,,,CALLAO,CALLAO,PERU,-77.13210331,-11.88219769
,,prolongacion,,PROLONGACIÓN NEPTUNO PUNTO 6,,,,,CALLAO,CALLAO,PERU,-77.13163527,-11.88217169
,,prolongacion,,PROLONGACIÓN NEPTUNO PUNTO 7,,,,,CALLAO,CALLAO,PERU,-77.13057784,-11.88211968
,,prolongacion,,PROLONGACIÓN NEPTUNO PUNTO 8,,,,,CALLAO,CALLAO,PERU,-77.12913038,-11.88215435
,,prolongacion,,PROLONGACIÓN NEPTUNO PUNTO 9,,,,,CALLAO,CALLAO,PERU,-77.1267555,-11.88211102
,,avenida,,AV VENUS PUNTO 1,,,,,CALLAO,CALLAO,PERU,-77.12978044,-11.88247505
,,avenida,,AV VENUS PUNTO 2,,,,,CALLAO,CALLAO,PERU,-77.1296851,-11.88356281
,,avenida,,AV VENUS PUNTO 3,,,,,CALLAO,CALLAO,PERU,-77.1297241,-11.88436021
,,avenida,,AV VENUS PUNTO 4,,,,,CALLAO,CALLAO,PERU,-77.12968943,-11.8849236
,,avenida,,AV VENUS PUNTO 5,,,,,CALLAO,CALLAO,PERU,-77.12966343,-11.88563866
,,avenida,,AV VENUS PUNTO 6,,,,,CALLAO,CALLAO,PERU,-77.12955075,-11.88709912
,,avenida,,AV MERCURIO PUNTO 1,,,,,CALLAO,CALLAO,PERU,-77.13003179,-11.88811754
,,avenida,,AV MERCURIO PUNTO 2,,,,,CALLAO,CALLAO,PERU,-77.12935573,-11.88804821
,,avenida,,AV MERCURIO PUNTO 3,,,,,CALLAO,CALLAO,PERU,-77.12879668,-11.88803087
,,avenida,,AV MERCURIO PUNTO 4,,,,,CALLAO,CALLAO,PERU,-77.1282073,-11.88798753
,,avenida,,AV MERCURIO PUNTO 5,,,,,CALLAO,CALLAO,PERU,-77.12774793,-11.8879702
,,avenida,,AV MERCURIO PUNTO 6,,,,,CALLAO,CALLAO,PERU,-77.12727122,-11.88793986
,,avenida,,AV MERCURIO PUNTO 7,,,,,CALLAO,CALLAO,PERU,-77.12685518,-11.88795286
,,avenida,,AV MERCURIO PUNTO 8,,,,,CALLAO,CALLAO,PERU,-77.12646515,-11.8879832
,,avenida,,AV MERCURIO PUNTO 9,,,,,CALLAO,CALLAO,PERU,-77.12874035,-11.89875681
,,avenida,,AV MERCURIO PUNTO 10,,,,,CALLAO,CALLAO,PERU,-77.12829831,-11.89759104
,,avenida,,AV MERCURIO PUNTO 11,,,,,CALLAO,CALLAO,PERU,-77.12810329,-11.89654662
,,avenida,,AV MERCURIO PUNTO 12,,,,,CALLAO,CALLAO,PERU,-77.12794294,-11.89539385
,,avenida,,AV MERCURIO PUNTO 13,,,,,CALLAO,CALLAO,PERU,-77.1277956,-11.89428442
,,avenida,,AV MERCURIO PUNTO 14,,,,,CALLAO,CALLAO,PERU,-77.12766992,-11.89341768
,,avenida,,AV MERCURIO PUNTO 15,,,,,CALLAO,CALLAO,PERU,-77.12768292,-11.89272862
,,avenida,,AV MERCURIO PUNTO 16,,,,,CALLAO,CALLAO,PERU,-77.12789094,-11.89232558
,,avenida,,AV MERCURIO PUNTO 17,,,,,CALLAO,CALLAO,PERU,-77.12823763,-11.89180987
,,avenida,,AV MERCURIO PUNTO 18,,,,,CALLAO,CALLAO,PERU,-77.12863634,-11.89115981
,,avenida,,AV MERCURIO PUNTO 19,,,,,CALLAO,CALLAO,PERU,-77.12878802,-11.89085645
,,avenida,,AV MERCURIO PUNTO 20,,,,,CALLAO,CALLAO,PERU,-77.1296851,-11.88977302
,,avenida,,AV MERCURIO PUNTO 21,,,,,CALLAO,CALLAO,PERU,-77.13007513,-11.88865059
,,avenida,,AV MIGUEL GRAU PUNTO 1,,,,,CALLAO,CALLAO,PERU,-77.13059518,-11.88773184
,,avenida,,AV MIGUEL GRAU PUNTO 2,,,,,CALLAO,CALLAO,PERU,-77.13066885,-11.88731147
,,avenida,,AV MIGUEL GRAU PUNTO 3,,,,,CALLAO,CALLAO,PERU,-77.13064285,-11.88683477
,,avenida,,AV MIGUEL GRAU PUNTO 4,,,,,CALLAO,CALLAO,PERU,-77.13058217,-11.88627572
,,avenida,,AV MIGUEL GRAU PUNTO 5,,,,,CALLAO,CALLAO,PERU,-77.13069918,-11.88553032
,,avenida,,AV MIGUEL GRAU PUNTO 6,,,,,CALLAO,CALLAO,PERU,-77.13066885,-11.88483259
,,avenida,,AV KUMAMOTO PUNTO 1,,,,,CALLAO,CALLAO,PERU,-77.13102855,-11.88578601
,,avenida,,AV KUMAMOTO PUNTO 2,,,,,CALLAO,CALLAO,PERU,-77.13108055,-11.88495393
,,avenida,,AV KUMAMOTO PUNTO 3,,,,,CALLAO,CALLAO,PERU,-77.13114989,-11.88436455
,,avenida,,AV KUMAMOTO PUNTO 4,,,,,CALLAO,CALLAO,PERU,-77.13114122,-11.88373183
,,avenida,,AV KUMAMOTO PUNTO 5,,,,,CALLAO,CALLAO,PERU,-77.13115856,-11.88263973
,,avenida,,AV KUMAMOTO PUNTO 6,,,,,CALLAO,CALLAO,PERU,-77.13117589,-11.88188566
,,avenida,,AV KUMAMOTO PUNTO 7,,,,,CALLAO,CALLAO,PERU,-77.1312019,-11.88128761
,,avenida,,AV KUMAMOTO PUNTO 8,,,,,CALLAO,CALLAO,PERU,-77.13131457,-11.87964947
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 1,,,,,CALLAO,CALLAO,PERU,-77.1263568,-11.87743927
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 2,,,,,CALLAO,CALLAO,PERU,-77.12644348,-11.87579246
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 3,,,,,CALLAO,CALLAO,PERU,-77.12677284,-11.87450968
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 4,,,,,CALLAO,CALLAO,PERU,-77.12708487,-11.87260285
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 5,,,,,CALLAO,CALLAO,PERU,-77.12731022,-11.87097337
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 6,,,,,CALLAO,CALLAO,PERU,-77.12737956,-11.87012396
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 7,,,,,CALLAO,CALLAO,PERU,-77.1278476,-11.86871984
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 8,,,,,CALLAO,CALLAO,PERU,-77.12800361,-11.86762774
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 9,,,,,CALLAO,CALLAO,PERU,-77.12822897,-11.86577292
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 10,,,,,CALLAO,CALLAO,PERU,-77.12852366,-11.8640741
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 11,,,,,CALLAO,CALLAO,PERU,-77.12885302,-11.862982
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 12,,,,,CALLAO,CALLAO,PERU,-77.12965043,-11.86076314
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 13,,,,,CALLAO,CALLAO,PERU,-77.13023981,-11.85906433
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 14,,,,,CALLAO,CALLAO,PERU,-77.13003179,-11.8576602
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 15,,,,,CALLAO,CALLAO,PERU,-77.12987578,-11.85618674
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 16,,,,,CALLAO,CALLAO,PERU,-77.12958109,-11.85471328
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 17,,,,,CALLAO,CALLAO,PERU,-77.12926906,-11.85278911
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 18,,,,,CALLAO,CALLAO,PERU,-77.12838498,-11.85178369
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 19,,,,,CALLAO,CALLAO,PERU,-77.12755291,-11.85069159
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 20,,,,,CALLAO,CALLAO,PERU,-77.12663416,-11.85017154
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 21,,,,,CALLAO,CALLAO,PERU,-77.12557673,-11.84982485
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 22,,,,,CALLAO,CALLAO,PERU,-77.12425929,-11.84984218
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 23,,,,,CALLAO,CALLAO,PERU,-77.12308052,-11.84985952
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 24,,,,,CALLAO,CALLAO,PERU,-77.12179774,-11.84937414
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 25,,,,,CALLAO,CALLAO,PERU,-77.1205843,-11.84902744
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 26,,,,,CALLAO,CALLAO,PERU,-77.11959621,-11.84828205
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 27,,,,,CALLAO,CALLAO,PERU,-77.11907616,-11.84720728
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 28,,,,,CALLAO,CALLAO,PERU,-77.11866013,-11.84609785
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 29,,,,,CALLAO,CALLAO,PERU,-77.11807074,-11.84524845
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 30,,,,,CALLAO,CALLAO,PERU,-77.11744669,-11.8443817
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 31,,,,,CALLAO,CALLAO,PERU,-77.11657994,-11.84356696
,,carretera,,CARRETERA NESTOR GAMBETTA PUNTO 32,,,,,CALLAO,CALLAO,PERU,-77.11560919,-11.84235352
,,avenida,,AVENIDA 2000 PUNTO 1,,,,,CALLAO,CALLAO,PERU,-77.12427662,-11.84406968
,,avenida,,AVENIDA 2000 PUNTO 2,,,,,CALLAO,CALLAO,PERU,-77.12436329,-11.84479774
,,avenida,,AVENIDA 2000 PUNTO 3,,,,,CALLAO,CALLAO,PERU,-77.1244153,-11.84542179
,,avenida,,AVENIDA 2000 PUNTO 4,,,,,CALLAO,CALLAO,PERU,-77.12453664,-11.84602851
,,avenida,,AVENIDA 2000 PUNTO 5,,,,,CALLAO,CALLAO,PERU,-77.12524737,-11.84691259
,,avenida,,AVENIDA 2000 PUNTO 6,,,,,CALLAO,CALLAO,PERU,-77.12604478,-11.84727662
,,avenida,,AVENIDA 2000 PUNTO 7,,,,,CALLAO,CALLAO,PERU,-77.12777826,-11.84821271
,,avenida,,AVENIDA 2000 PUNTO 8,,,,,CALLAO,CALLAO,PERU,-77.1282463,-11.84864608
,,avenida,,AVENIDA 2000 PUNTO 9,,,,,CALLAO,CALLAO,PERU,-77.12900904,-11.84897544
,,avenida,,AVENIDA 2000 PUNTO 10,,,,,CALLAO,CALLAO,PERU,-77.13032648,-11.84979018
,,avenida,,AVENIDA 2000 PUNTO 11,,,,,CALLAO,CALLAO,PERU,-77.13185195,-11.85067426
,,avenida,,AVENIDA 2000 PUNTO 12,,,,,CALLAO,CALLAO,PERU,-77.13578696,-11.85098628
,,avenida,,AVENIDA 2000 PUNTO 13,,,,,CALLAO,CALLAO,PERU,-77.13648036,-11.85018888
,,avenida,,AVENIDA 2000 PUNTO 14,,,,,CALLAO,CALLAO,PERU,-77.13680972,-11.84954749
,,avenida,,AVENIDA 2000 PUNTO 15,,,,,CALLAO,CALLAO,PERU,-77.13713908,-11.84911412
,,avenida,,AVENIDA 2000 PUNTO 16,,,,,CALLAO,CALLAO,PERU,-77.13732977,-11.84876742
,,avenida,,AVENIDA 2000 PUNTO 17,,,,,CALLAO,CALLAO,PERU,-77.13790182,-11.84793535
,,avenida,,AVENIDA 2000 PUNTO 18,,,,,CALLAO,CALLAO,PERU,-77.13826585,-11.84738063
,,avenida,,AVENIDA 2000 PUNTO 19,,,,,CALLAO,CALLAO,PERU,-77.13876856,-11.84639255
,,avenida,,AVENIDA 2000 PUNTO 20,,,,,CALLAO,CALLAO,PERU,-77.13908059,-11.84573382
,,avenida,,AVENIDA 2000 PUNTO 21,,,,,CALLAO,CALLAO,PERU,-77.13947929,-11.84517911
,,avenida,,AVENIDA 2000 PUNTO 22,,,,,CALLAO,CALLAO,PERU,-77.13977398,-11.84474573
,,avenida,,AVENIDA 2000 PUNTO 23,,,,,CALLAO,CALLAO,PERU,-77.139982,-11.84405234
,,avenida,,AVENIDA 2000 PUNTO 24,,,,,CALLAO,CALLAO,PERU,-77.14060605,-11.84335895
,,avenida,,AVENIDA 2000 PUNTO 25,,,,,CALLAO,CALLAO,PERU,-77.1411781,-11.84257888
,,avenida,,AVENIDA 2000 PUNTO 26,,,,,CALLAO,CALLAO,PERU,-77.14164615,-11.84167747
,,avenida,,AVENIDA 2000 PUNTO 27,,,,,CALLAO,CALLAO,PERU,-77.14194084,-11.84117475
,,avenida,,AVENIDA 2000 PUNTO 28,,,,,CALLAO,CALLAO,PERU,-77.14228754,-11.84042936
,,avenida,,AVENIDA 2000 PUNTO 29,,,,,CALLAO,CALLAO,PERU,-77.14324095,-11.83912057
,,avenida,,AVENIDA 2000 PUNTO 30,,,,,CALLAO,CALLAO,PERU,-77.14364832,-11.83842718
,,avenida,,AVENIDA 2000 PUNTO 31,,,,,CALLAO,CALLAO,PERU,-77.14438505,-11.83716174
,,avenida,,AVENIDA 2000 PUNTO 32,,,,,CALLAO,CALLAO,PERU,-77.1468596,-11.83601763
,,avenida,,AV LOS ARQUITECTOS PUNTO 1,,,,,CALLAO,CALLAO,PERU,-77.13864288,-11.83727441
,,avenida,,AV LOS ARQUITECTOS PUNTO 2,,,,,CALLAO,CALLAO,PERU,-77.13829618,-11.83579228
,,avenida,,AV LOS ARQUITECTOS PUNTO 3,,,,,CALLAO,CALLAO,PERU,-77.13811417,-11.8348302
,,avenida,,AV LOS ARQUITECTOS PUNTO 4,,,,,CALLAO,CALLAO,PERU,-77.13780214,-11.83406746
,,avenida,,AV LOS ARQUITECTOS PUNTO 5,,,,,CALLAO,CALLAO,PERU,-77.1377588,-11.83369476
,,avenida,,AV LOS ARQUITECTOS PUNTO 6,,,,,CALLAO,CALLAO,PERU,-77.13760279,-11.83316605
,,avenida,,AV LOS ARQUITECTOS PUNTO 7,,,,,CALLAO,CALLAO,PERU,-77.1377068,-11.83279335
,,avenida,,AV LOS ARQUITECTOS PUNTO 8,,,,,CALLAO,CALLAO,PERU,-77.13762879,-11.83232531
,,avenida,,AV LOS ARQUITECTOS PUNTO 9,,,,,CALLAO,CALLAO,PERU,-77.1376548,-11.83199595
,,avenida,,AV LOS ARQUITECTOS PUNTO 10,,,,,CALLAO,CALLAO,PERU,-77.13756812,-11.83151924
,,avenida,,AV LOS ARQUITECTOS PUNTO 11,,,,,CALLAO,CALLAO,PERU,-77.13754212,-11.83114654
,,avenida,,AV LOS ARQUITECTOS PUNTO 12,,,,,CALLAO,CALLAO,PERU,-77.13754212,-11.83066116
,,avenida,,AV LOS ARQUITECTOS PUNTO 13,,,,,CALLAO,CALLAO,PERU,-77.13757679,-11.83028846
,,avenida,,AV LOS ARQUITECTOS PUNTO 14,,,,,CALLAO,CALLAO,PERU,-77.13757679,-11.83001977
,,avenida,,AV LOS ARQUITECTOS PUNTO 15,,,,,CALLAO,CALLAO,PERU,-77.13760279,-11.82961241
,,avenida,,AV LOS ARQUITECTOS PUNTO 16,,,,,CALLAO,CALLAO,PERU,-77.13764613,-11.82925704
,,avenida,,AV LOS ARQUITECTOS PUNTO 17,,,,,CALLAO,CALLAO,PERU,-77.1376548,-11.82883234
,,avenida,,AV LOS ARQUITECTOS PUNTO 18,,,,,CALLAO,CALLAO,PERU,-77.13767213,-11.82843364
,,avenida,,AV LOS ARQUITECTOS PUNTO 19,,,,,CALLAO,CALLAO,PERU,-77.1377328,-11.82798293
,,avenida,,AV LOS ARQUITECTOS PUNTO 20,,,,,CALLAO,CALLAO,PERU,-77.1377328,-11.82773157
,,avenida,,AV LOS ARQUITECTOS PUNTO 21,,,,,CALLAO,CALLAO,PERU,-77.13779347,-11.82720286
,,avenida,,AV LOS ARQUITECTOS PUNTO 22,,,,,CALLAO,CALLAO,PERU,-77.13784548,-11.8268735
,,avenida,,AV LOS ARQUITECTOS PUNTO 23,,,,,CALLAO,CALLAO,PERU,-77.13783681,-11.82654414
,,avenida,,AV LOS ARQUITECTOS PUNTO 24,,,,,CALLAO,CALLAO,PERU,-77.13786281,-11.82617144
,,avenida,,AV LOS ARQUITECTOS PUNTO 25,,,,,CALLAO,CALLAO,PERU,-77.13787148,-11.8257294
,,avenida,,AV LOS ARQUITECTOS PUNTO 26,,,,,CALLAO,CALLAO,PERU,-77.13788882,-11.82520068
,,avenida,,AV LOS ARQUITECTOS PUNTO 27,,,,,CALLAO,CALLAO,PERU,-77.13788882,-11.82471531
,,avenida,,AV LOS ARQUITECTOS PUNTO 28,,,,,CALLAO,CALLAO,PERU,-77.13788882,-11.82432527
,,avenida,,AV LOS ARQUITECTOS PUNTO 29,,,,,CALLAO,CALLAO,PERU,-77.13789748,-11.82379656
,,avenida,,AV LOS ARQUITECTOS PUNTO 30,,,,,CALLAO,CALLAO,PERU,-77.13788015,-11.82247911
,,avenida,,AV LOS ARQUITECTOS PUNTO 31,,,,,CALLAO,CALLAO,PERU,-77.13799283,-11.82109232
,,avenida,,AV LOS ARQUITECTOS PUNTO 32,,,,,CALLAO,CALLAO,PERU,-77.13801883,-11.82068495
,,avenida,,AV LOS ARQUITECTOS PUNTO 33,,,,,CALLAO,CALLAO,PERU,-77.13811417,-11.82028625
,,avenida,,AV LOS ARQUITECTOS PUNTO 34,,,,,CALLAO,CALLAO,PERU,-77.13812284,-11.8197142
,,avenida,,AV LOS ARQUITECTOS PUNTO 35,,,,,CALLAO,CALLAO,PERU,-77.13818351,-11.81921149
,,avenida,,AV LOS ARQUITECTOS PUNTO 36,,,,,CALLAO,CALLAO,PERU,-77.13820951,-11.81875212
,,avenida,,AV DE LA CHALACA PUNTO 1,,,,,CALLAO,CALLAO,PERU,-77.09952678,-12.04534902
,,avenida,,AV DE LA CHALACA PUNTO 2,,,,,CALLAO,CALLAO,PERU,-77.10042819,-12.04540103
,,avenida,,AV DE LA CHALACA PUNTO 3,,,,,CALLAO,CALLAO,PERU,-77.10139894,-12.04537502
