NOMBRE,GARMINCODE,GIROTIPO,TELEFONO,NOMBRE_VIA,CUADRA,URBANIZACI,DIRECCION,DISTRITO,PROVINCIA,DEPARTAMEN,PAIS,LONGITUDE,LATITUDE
Liceo Naval German Astete,0x2c05,colegio,,CA GRITO DE HUAURA,3,UB BENJAMIN DOIG LOSSIO III,,LA PERLA,CALLAO,CALLAO,PERU,-77.106573,-12.066713
Academia Aduni,0x2c05,instituto,,AV UNIVERSITARIA,10,,,CALLAO,CALLAO,CALLAO,PERU,-77.078035,-12.049062
Colegio Ricardo Palma,0x2c05,colegio,,CA JOSE GALVEZ,2,UB JORGE CHAVEZ 1 ETAPA,,CALLAO,CALLAO,CALLAO,PERU,-77.099532,-12.02032
Colegio Ana Maria Javouhey,0x2c05,colegio,,CA CROMO,,UB JORGE CHAVEZ,,CALLAO,CALLAO,CALLAO,PERU,-77.097243,-12.032552
Colegio Parroquial Santa Cruz,0x2c05,colegio,,CA CALLE 10,,UB JORGE CHAVEZ,,CALLAO,CALLAO,CALLAO,PERU,-77.097368,-12.030733
Goodyear Peru,0x6402,edificio,,,,,,CARMEN DE LA LEGUA REYNOSO,CALLAO,CALLAO,PERU,-77.085307,-12.046108
Cementerio Oquendo,0x6403,cementerio,,AV NESTOR GAMBETTA,,,,CALLAO,CALLAO,CALLAO,PERU,-77.126787,-11.963177
Hostal Cielo Azul,0x2b01,hotel,,AV PERU,47,AH BOCANEGRA SECTOR 4,,CALLAO,CALLAO,CALLAO,PERU,-77.098243,-12.026197
Boulevard Peru,0x640e,parque,,AV PERU,50,UB JORGE CHAVEZ 1 ETAPA,,CALLAO,CALLAO,CALLAO,PERU,-77.099773,-12.022716
Grupo San Marcos,0x2c05,instituto,,AV FAUCETT,4,UB TARAPACA,FAUCETT 435,CALLAO,CALLAO,CALLAO,PERU,-77.098535,-12.048953
Hostal,0x2b01,hotel,,AV QUILCA,5,RES AEROPUERTO,,CALLAO,CALLAO,CALLAO,PERU,-77.096979,-12.035306
Huaca Cerro Culebra,0x2c02,huaca,,,,,,VENTANILLA,CALLAO,CALLAO,PERU,-77.122749,-11.940542
Colegio Vencedores de Pachacamac,0x2c05,,,,,AH NUEVO PACHACUTEC SECTOR D2,,VENTANILLA,CALLAO,CALLAO,PERU,-77.147732,-11.831866
Colegio de educacion especial Hellen Keller,0x2c05,,,,,AH NUEVO PACHACUTEC SECTOR D1,,VENTANILLA,CALLAO,CALLAO,PERU,-77.152116,-11.83193
Colegio 5130 Pachacutec,0x2c05,prolongacion,,PROLONGACION AVENIDA 225,,AH NUEVO PACHACUTEC SECTOR A2,,VENTANILLA,CALLAO,CALLAO,PERU,-77.155807,-11.829589
Colegio 5127 Jose Olaya,0x2c05,,,AV JOSE QUI?ONES,,UB JOSE OLAYA BALANDRA,,VENTANILLA,CALLAO,CALLAO,PERU,-77.123766,-11.838129
CE 5122 Jose Andres Razuri,0x2c05,,,CA CESAR DIAZ,,AH SANTA ROSA,,VENTANILLA,CALLAO,CALLAO,PERU,-77.125584,-11.845932
Complejo deportivo San Joaquin,0x2c08,,452-5055 / 993071528,CA ABEL GALINDEZ,1,UB SAN JOAQUIN,"MIGUEL ZAMORA, 151 - URB. SAN JOAQUIN",BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.089927,-12.058201
Colegio Fe y Alegria No 29,0x2c05,,,AV PRINCIPAL,,COOP VENTANILLA ALTA,,VENTANILLA,CALLAO,CALLAO,PERU,-77.107065,-11.874792
Colegio 5128,0x2c05,,,,,AH NUEVO PACHACUTEC SECTOR E3,,VENTANILLA,CALLAO,CALLAO,PERU,-77.159354,-11.834931
Colegio Fe y Alegria,0x2c05,,,,,AH LA PAZ 1 ETAPA,,VENTANILLA,CALLAO,CALLAO,PERU,-77.13068,-11.82221
Congregacion Hijas de la Misericordia,0x2c0b,,,,,UB VILLA LOS REYES 1 SECTOR,,VENTANILLA,CALLAO,CALLAO,PERU,-77.123441,-11.825681
Huaca Rosada,0x6415,huaca,,,,,,VENTANILLA,CALLAO,CALLAO,PERU,-77.11687,-11.944046
SGS del Peru,0x6405,,,AV ELMER FAUCETT,35,UB ZONA INDUSTRIAL,,CALLAO,CALLAO,CALLAO,PERU,-77.10753,-12.018079
DHL,0x2f05,,,CA CALLE 1,5,UB ZONA INDUSTRIAL,,CALLAO,CALLAO,CALLAO,PERU,-77.107345,-12.013044
Colegio 5083,0x2c05,,,PASAJE 12,1,COOP ALBINO HERRERA,,CALLAO,CALLAO,CALLAO,PERU,-77.104465,-12.01083
Colegio San Antonio de Mujeres,0x2c05,colegio,,AV SAENZ PENA,13,,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.130571,-12.059428
IE Francisco Izquierdo Rios,0x2c05,,,JR COMANDANTE ESPINAR,2,,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.130381,-12.060633
CEP San Jose de Bellavista,0x2c05,,,CA VICTOR FAJARDO,4,,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.129785,-12.061974
Hospital San Juan de Dios del Callao,0x3002,,,,,UB SE?OR DE LOS MILAGROS,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.124408,-12.064272
Fima Peru,0x6405,,,,,UB ZONA INDUSTRIAL,,CARMEN DE LA LEGUA REYNOSO,CALLAO,CALLAO,PERU,-77.088826,-12.044178
Liceo Naval Teniente Clavero,0x2c05,prolongacion,,AV PROLONGACION MERCURIO,,,,VENTANILLA,CALLAO,CALLAO,PERU,-77.128952,-11.888131
Colegio Bertold Brecht,0x2c05,,562-1246,AV UNIVERSITARIA,10,,AV. OSCAR R. BENAVIDES (EX COLONIAL) 2798,CALLAO,CALLAO,CALLAO,PERU,-77.078365,-12.049448
Compa?ia Nacional de Marmoles S.A.,0x6405,,,AV ARGENTINA,,,AV. ARGENTINA 5982,CALLAO,CALLAO,CALLAO,PERU,-77.085347,-12.047443
Radio Shack,0x2e04,,,,,,,CALLAO,CALLAO,CALLAO,PERU,-77.108396,-12.019053
Cajero BCP,0x2f06,,,,,,,CALLAO,CALLAO,CALLAO,PERU,-77.108514,-12.019117
La Baguette,0x2a05,,,,,,,CALLAO,CALLAO,CALLAO,PERU,-77.108692,-12.019169
Colegio Santisima Trinidad,0x2c05,,,CA ROSAS,3,UB LA SAGRADA FAMILIA,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.101383,-12.062371
Pardos Chicken,0x2a0b,,,AEROPUERTO JORGE CHAVEZ,,,,CALLAO,CALLAO,CALLAO,PERU,-77.108795,-12.022331
Iglesia de Dios,0x2c0b,,,AV ELMER FAUCETT,15,UB SANTA CECILIA,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.096925,-12.062006
Complejo hospitalario Salud y Vida,0x3002,,,AV PACASMAYO,49,UB JORGE CHAVEZ 1 ETAPA,,CALLAO,CALLAO,CALLAO,PERU,-77.097863,-12.018226
Hostal el Dorado,0x2b01,,,AV PACASMAYO,49,UB JORGE CHAVEZ 2 ETAPA,,CALLAO,CALLAO,CALLAO,PERU,-77.097859,-12.017595
Colegio Mi Dulce Carito,0x2c05,colegio,,AV JAPON,12,UB LOS JAZMINES 4 ETAPA,,CALLAO,CALLAO,CALLAO,PERU,-77.109064,-12.003467
Banco BCP Credito,0x2f06,,,CA TROMPETEROS,,UB CIUDAD SATELITE DE VENTANILLA,,VENTANILLA,CALLAO,CALLAO,PERU,-77.126846,-11.871908
Botica Hogar y Salud,0x2e05,,,AV ANDRES AVELINO CACERES,,AH EX ZONA COMERCIAL E INDUSTRIAL DE VENTANILLA,,VENTANILLA,CALLAO,CALLAO,PERU,-77.127084,-11.87488
Huaca Palacio del Inca,0x6612,huaca,,,,,,CALLAO,CALLAO,CALLAO,PERU,-77.118128,-11.968874
Metalpak SA,0x6402,,5776211,AV NESTOR GAMBETTA,58,,GAMBETTA 5821,CALLAO,CALLAO,CALLAO,PERU,-77.126464,-11.966749
Iglesia San Pio X,0x2c0b,,,,,ASOC LAS VI?AS DE OQUENDO,PARQUE PIO X S/N,CALLAO,CALLAO,CALLAO,PERU,-77.120056,-11.973666
Piscina Lunahuana,0x2d0a,,,,,ASOC LA ALBORADA2 ETAPA,,CALLAO,CALLAO,CALLAO,PERU,-77.117158,-11.974987
Interbank,0x2f06,,,OPEN PLAZA CANTA CALLAO,,COOP 7 DE AGOSTO 1 ETAPA,,CALLAO,CALLAO,CALLAO,PERU,-77.112826,-11.998189
Mi Farma,0x2e05,,612-5000,OPEN PLAZA CANTA CALLAO,,COOP 7 DE AGOSTO 1 ETAPA,,CALLAO,CALLAO,CALLAO,PERU,-77.113045,-11.998098
Fadesa,0x6402,,,,,,,CALLAO,CALLAO,CALLAO,PERU,-77.126299,-11.96708
Unimar,0x6405,,,,,,,CALLAO,CALLAO,CALLAO,PERU,-77.126296,-11.994771
Centro de Salud 200 Millas,0x3002,,,CA CALLE A,,UB 200 MILLAS,,CALLAO,CALLAO,CALLAO,PERU,-77.124986,-11.995237
Colegio 5033 Las 200 Millas,0x2c05,,,CA CALLE 4,,UB 200 MILLAS,,CALLAO,CALLAO,CALLAO,PERU,-77.123897,-11.99454
Fundicion Callao FunCal,0x6402,,,AV LOS INSURGENTES,,,,CALLAO,CALLAO,CALLAO,PERU,-77.106377,-12.048935
Corte Superior de Justicia del Callao,0x3004,,,JR ESPA?A,1,UB BENJAMIN DOIG LOSSIO I,,LA PERLA,CALLAO,CALLAO,PERU,-77.11766,-12.067031
Innova School,0x2c05,,,AV MIGUEL GRAU,16,,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.129592,-12.060037
Santa Rosa CE,0x2c05,,,AV REVOLUCION PALOMINO,,COOP ELIAS AGUIRRE,,CALLAO,CALLAO,CALLAO,PERU,-77.116414,-12.056182
CE 4008 Nuestra Se?ora de Fatima,0x2c05,,,JR DIAMANTES,,UB SAN FERNANDO,,CALLAO,CALLAO,CALLAO,PERU,-77.108486,-12.052476
CE Emma Dettmann de Gutierrez,0x2c05,,,,,UB LA COLONIAL,,CALLAO,CALLAO,CALLAO,PERU,-77.094993,-12.050475
Colegio Juan Ingunza Vladivia,0x2c05,,,,,UB VIPOL,,CALLAO,CALLAO,CALLAO,PERU,-77.097371,-12.011589
Escuela de Talentos,0x2c05,,,AV ALEJANDRO BERTELLO BOLLATI,5,UB CIUDAD SATELITE SANTA ROSA,,CALLAO,CALLAO,CALLAO,PERU,-77.104714,-12.012107
Nido Travesuras,0x2c05,inicial,,AV SANTA ROSA,1,UB LA HUACA,SANTA ROSA 126,LA PERLA,CALLAO,CALLAO,PERU,-77.120058,-12.06672
Colegio John F Kennedy,0x2c05,colegio,(01) 465-0944,JR TUPAC AMARU,10,UB LA PERLA,TUPAC AMARU 1095,LA PERLA,CALLAO,CALLAO,PERU,-77.123563,-12.068577
Colegio Jose Olaya,0x2c05,colegio,(01) 429-7298,JR ATAHUALPA,7,UB BELLAVISTA LA PERLA,ATAHUALPA CDRA 7,LA PERLA,CALLAO,CALLAO,PERU,-77.126873,-12.069499
Hostal Los Cerezos,0x2b00,hotel,(01) 457-1183,JR TALARA,1,UB LOS CEREZOS,TALARA 115,LA PERLA,CALLAO,CALLAO,PERU,-77.111276,-12.070047
Palmetto Hotel,0x2b00,hotel,(01) 420-3649,AV LA MARINA,10,UB LOS CEREZOS,LA MARINA 1090,LA PERLA,CALLAO,CALLAO,PERU,-77.110812,-12.070152
IE Euroamerica,0x2c05,colegio,(01) 719-6489,AV HAYA DE LA TORRE,7,UB ALTAMAR II,VICTOR RAUL HAYA DE LA TORRE 709,LA PERLA,CALLAO,CALLAO,PERU,-77.112062,-12.07385
IEI Caminito Feliz,0x2c05,colegio,(01) 457-1218,AV PACIFICO,2,UB SANTA LUISA,PACIFICO 309,LA PERLA,CALLAO,CALLAO,PERU,-77.113474,-12.072122
Hospedaje Pacific,0x2b00,hotel,(01) 420-5147,AV CALLAO,4,UB FERROCARRIL,CALLAO 495,LA PERLA,CALLAO,CALLAO,PERU,-77.116344,-12.070988
IEI Nuestra Se?ora de Fatima,0x2c05,colegio,,JR RAMON CASTILLA,9,UB BENJAMIN DOIG LOSSIO I,,LA PERLA,CALLAO,CALLAO,PERU,-77.116221,-12.069697
Hostal Delfina,0x2b00,hotel,,AV FAUCETT,17,UB SAN JOSE,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.097136,-12.060197
Salon de Recepciones San Jose,0x2f11,,,AV FAUCETT,17,UB SAN JOSE,FAUCETT 1780,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.097216,-12.059463
Iglesia de Jesucristo de los Santos de los Ultimos Dias,0x6404,iglesia,,AV FAUCETT,18,UB SAN JOSE,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.097338,-12.058347
OPE Callao UIGV,0x2c05,universidad,(01) 561-1850,AV FAUCETT,17,UB SAN JOSE,FAUCETT 1627,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.097197,-12.059555
Colegio Ingenieria,0x2c05,colegio,,AV JOSE GALVEZ,12,UB BELLAVISTA LA PERLA,,LA PERLA,CALLAO,CALLAO,PERU,-77.124683,-12.066467
Modulo de Seguridad Ciudadana Bellavista,0x3001,serenazgo,,CA GAVIOTAS,2,UB SAN JOSE,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.096769,-12.057451
Colegio Mariscal Santa Cruz,0x2c05,colegio,(01) 451-2948,AV SAN JOSE,2,UB SAN JOSE,SAN JOSE 289,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.095308,-12.054939
CEI Luceritos de Santa Cruz,0x2c05,inicial,(01) 451-2948,PJE AMADEO FREZIER,1,UB SAN JOSE,SAN JOSE 296,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.095571,-12.055113
Hostal Verona,0x2b00,hotel,,AV OSCAR R BENAVIDES,48,UB SAN JOSE,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.094367,-12.053126
IEP Laura Vicu?a,0x2c05,colegio,(01) 451-3904,AV OSCAR R BENAVIDES,53,UB SAN JOAQUIN,OSCAR R BENAVIDES 5312,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.088321,-12.05209
Hospedaje Refugio del Amor,0x2f11,hotel,,AV DOMINICOS,6,UB JORGE CHAVEZ 2 ETAPA,,CALLAO,CALLAO,CALLAO,PERU,-77.094001,-12.015476
Salon de Recepciones San Francisco,0x2f11,,,AV DOMINICOS,6,UB JORGE CHAVEZ 2 ETAPA,,CALLAO,CALLAO,CALLAO,PERU,-77.093958,-12.015525
Terminales Portuarios Peruanos TPP,0x2f11,,,AV NESTOR GAMBETTA,,,,CALLAO,CALLAO,CALLAO,PERU,-77.126602,-11.997115
Panaderia,0x2a05,,,JR NARCISO DE LA COLINA,4,,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.129424,-12.062767
Colegio Panamericana,0x2c05,,,JR FRANCISCO BOLOGNESI,5,,BOLOGNESI 598,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.129501,-12.063405
Edelnor,0x6405,,,AV SAENZ PE?A,10,,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.133954,-12.059774
Chifa Ying Hua,0x2a04,,,AV MIGUEL GRAU,13,UB VIGIL,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.132671,-12.061047
Restaurante Marco,0x2a00,,,JR MIGUEL GRAU,2,UB TRABAJADORES MARITIMOS DEL CALLAO,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.127114,-12.060022
Hostal el Paraiso,0x2b01,,,AV GUARDIA CHALACA,19,UB SE?OR DE LOS MILAGROS,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.124368,-12.061811
Centro Parroquial San Jose,0x2c0b,,,JR RAMON CASTILLA,8,UB BENJAMIN DOIG LOSSIO I,,LA PERLA,CALLAO,CALLAO,PERU,-77.117376,-12.0691
Mercado Ramon Castilla,0x2e02,,,JR AYACUCHO,3,UB MIRAFLORES,,LA PERLA,CALLAO,CALLAO,PERU,-77.113808,-12.070458
Conceited Pets Veterinaria,0x2f11,,,AV HAYA DE LA TORRE,5,UB SANTA LUISA,,LA PERLA,CALLAO,CALLAO,PERU,-77.111836,-12.072497
Hospedaje la Hacienda,0x2b01,,,AV HAYA DE LA TORRE,6,UB ALTAMAR II,,LA PERLA,CALLAO,CALLAO,PERU,-77.112095,-12.073103
Colegio Bandera de la Paz,0x2c05,,,JR ATAHUALPA,16,UB FUNDACION CIUDAD DE PAPEL,,LA PERLA,CALLAO,CALLAO,PERU,-77.119006,-12.07284
Testigos de Jehova,0x2c0b,,,JR ATAHUALPA,13,UB MIRAMAR,,LA PERLA,CALLAO,CALLAO,PERU,-77.121936,-12.071554
Conespor Casa Club,0x2d0a,,,AV SANTA ROSA,2,UB HELY CHAVEZ,,LA PERLA,CALLAO,CALLAO,PERU,-77.120521,-12.068106
Colegio los Libertadores,0x2c05,,,JR 2 DE MAYO,6,UB MAGISTERIAL,,LA PERLA,CALLAO,CALLAO,PERU,-77.117489,-12.069609
Farmacia Virgen de Fatima,0x2e05,,,JR 2 DE MAYO,6,UB MAGISTERIAL,,LA PERLA,CALLAO,CALLAO,PERU,-77.117989,-12.069337
Iep Mi amigo Jesus,0x2c05,,,AV PACIFICO,1,UB MIRADOR DE MONTEMAR,,LA PERLA,CALLAO,CALLAO,PERU,-77.115916,-12.071525
Iglesia JSUD,0x2c0b,,,JR PIURA,3,UB ALTAMAR II,,LA PERLA,CALLAO,CALLAO,PERU,-77.112555,-12.073814
Botica Virgen del Carmen,0x2e05,,,JR MIGUEL GRAU,9,,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.129614,-12.066388
Campo Ferial Ni?o Jesus,0x2e04,,,JR MIGUEL GRAU,8,,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.129435,-12.066302
Botica Farmatodo,0x2e05,,,JR MIGUEL GRAU,9,,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.12954,-12.066546
Colegio America Kinder,0x2c05,,,AV OSCAR R BENAVIDES,19,,,CALLAO,CALLAO,CALLAO,PERU,-77.1246,-12.058494
CEN Mariscal Castilla,0x2c05,,,AV DE LA ALAMEDA,,UB MARISCAL RAMON CASTILLA,,CALLAO,CALLAO,CALLAO,PERU,-77.123541,-12.041392
Centro de Salud Aeropuerto,0x3002,,,CA CARLOS SALAVERRY,,UB JORGE CHAVEZ,,CALLAO,CALLAO,CALLAO,PERU,-77.098972,-12.03339
Hospital Alberto Barton,0x3002,hospital,,AV ARGENTINA,36,,,CALLAO,CALLAO,CALLAO,PERU,-77.107796,-12.049068
Essalud Salog,0x3002,hospital,,AV HUASCAR,,,,CALLAO,CALLAO,CALLAO,PERU,-77.109206,-12.046823
TTL Archivos,0x6405,,,AV GUARDIA CHALACA,18,UB SE?OR DE LOS MILAGROS,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.124763,-12.061528
Rectorado Universidad del Callao,0x2c05,,,AV SAENZ PE?A,10,,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.13356,-12.059711
IE Santa Rita de Casia,0x2c05,,,JR ABRAHAM LINCOLN,,UB BELLAVISTA LA PERLA,,LA PERLA,CALLAO,CALLAO,PAIS,-77.126508,-12.068195
Revision Tecnica Farenet,0x2f15,,,JR NARCISO DE LA COLINA,,UB BELLAVISTA,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PAIS,-77.123781,-12.064924
IE Jose Galvez Egusquiza,0x2c05,colegio,,JR TALARA,,UB MARISCAL RAMON CASTILLA,,CALLAO,CALLAO,CALLAO,PAIS,-77.124587,-12.043944
Mercado Playa Rimac,0x2e02,,,CA JOSE OLAYA,2,UB PLAYA RIMAC,,CALLAO,CALLAO,CALLAO,PERU,-77.096321,-12.036761
IE 5036 Rafael Belaunde Diez,0x2c05,,,CA CHOCANO,2,UB PLAYA RIMAC,,CALLAO,CALLAO,CALLAO,PERU,-77.096783,-12.037556
Comisaria Playa Rimac,0x3001,policia,,PJE MIGUEL GRAU,1,UB PLAYA RIMAC,,CALLAO,CALLAO,CALLAO,PERU,-77.097049,-12.037664
Estadio Gualberto Lizarraga,0x2c08,estadio,,CALLE 7,,UB CIUDAD DEL PESCADOR,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.110586,-12.059999
Universidad Cesar Vallejo,0x2c05,,,AV ARGENTINA,17,,,CALLAO,CALLAO,CALLAO,PERU,-77.123599,-12.050496
Farenet - Revisiones Tecnicas,0x2c05,,,AV ARGENTINA,17,,,CALLAO,CALLAO,CALLAO,PERU,-77.12406,-12.050529
I.E Santa Rosa de Lima 5099,0x2c05,colegio,,PASAJE 1,,AH BOCANEGRA SECTOR 5,,CALLAO,CALLAO,CALLAO,PERU,-77.101472,-12.023588
Mercado Plaza de Barrio,0x2e02,,,CA CALLE H,,AH BOCANEGRA SECTOR 5,,CALLAO,CALLAO,CALLAO,PERU,-77.10021,-12.023151
Hostal Las Vegas,0x2b01,,,CA CALLE 30A,,UB CIUDAD DEL PESCADOR ZONA 3,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.109402,-12.062208
IEI 5011 Dario Arrus,0x2c05,inicial,,CA CALLE 30,,UB CIUDAD DEL PESCADOR ZONA 4,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.112924,-12.062637
IE 5011 Dario Arrus,0x2c05,colegio,,CA CALLE 72C,,UB CIUDAD DEL PESCADOR ZONA 4,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.113533,-12.062751
Especial San Antonio (CE),0x2c05,colegio,,CA CALLE 69B,,UB CIUDAD DEL PESCADOR ZONA 4,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.11499,-12.063036
Chifa Pekin,0x2a04,,,CA CALLE 30,,UB CIUDAD DEL PESCADOR ZONA 4,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.115677,-12.061024
Chifa Yuan Yu,0x2a04,,,CA FRANCISCO QUIROZ,,UB CIUDAD DEL PESCADOR ZONA 4,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.115406,-12.060665
Botica EGN,0x2e05,,,AV JUAN PABLO II,,UB CIUDAD DEL PESCADOR ZONA 4,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.115742,-12.061105
Chifa Xing Hui,0x2a04,,,AV JUAN PABLO II,,UB CIUDAD DEL PESCADOR ZONA 4,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.115849,-12.061262
Hostal Lucky,0x2b01,,,AV JUAN PABLO II,,UB CIUDAD DEL PESCADOR ZONA 4,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.115967,-12.061411
Cebicheria Delicias del Mar,0x2a0b,,,AV JUAN PABLO II,,UB CIUDAD DEL PESCADOR ZONA 4,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.115998,-12.061475
Hostal Faro,0x2b01,,,AV JUAN PABLO II,3,UB CIUDAD DEL PESCADOR ZONA 4,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.117206,-12.063082
Restaurante Sabor Hidalgo,0x2a00,,,AV JUAN PABLO II,3,UB CIUDAD DEL PESCADOR ZONA 4,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.117161,-12.063038
Modulo de Serenazgo,0x3001,policia,,CA CALLE 64,,UB CIUDAD DEL PESCADOR ZONA 4,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.117703,-12.063563
Modulo de Serenazgo,0x3001,,,CA CALLE 30,,UB CIUDAD DEL PESCADOR ZONA 3,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.11259,-12.062571
IEI Peque?as Estrellas,0x2c05,inicial,(01) 420-7401,CA CALLE 30A,,UB CIUDAD DEL PESCADOR ZONA 3,CALLE 30A,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.110482,-12.062219
Iglesia Mormona,0x2c0b,,,CA LOLA VILAR,1,UB CONFECCIONES MILITARES,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.112425,-12.061741
IEI Jose A Qui?ones,0x2c05,inicial,,CA ALAMOS,,PJ JOSE BOTERIN,,CALLAO,CALLAO,CALLAO,PERU,-77.122341,-12.05293
IE Jose A Qui?ones,0x2c05,colegio,,CA ALAMOS,,PJ JOSE BOTERIN,,CALLAO,CALLAO,CALLAO,PERU,-77.1222,-12.052769
Centro de Salud Santa Fe,0x3002,hospital,,AV ALFREDO PALACIOS,5,UB SANTA FE,,CALLAO,CALLAO,CALLAO,PERU,-77.123382,-12.053976
Centro de Salud Jose Boterin,0x3002,hospital,,CA ALHELIES,,PJ JOSE BOTERIN,,CALLAO,CALLAO,CALLAO,PERU,-77.119766,-12.053235
Messer Gases del Peru,0x6402,,(01) 413-1000,AV REPUBLICA DE ARGENTINA,23,,AV ARGENTINA 2228,CALLAO,CALLAO,CALLAO,PERU,-77.119568,-12.050469
Haug SAC,0x6402,,(01) 613-4545,AV REPUBLICA DE ARGENTINA,22,,AV ARGENTINA 2060,CALLAO,CALLAO,CALLAO,PERU,-77.120534,-12.050559
Balanza de camiones,0x2f00,varios,,AV ARGENTINA,21,,,CALLAO,CALLAO,CALLAO,PERU,-77.121223,-12.050591
Iglesia Santa teresa del Ni?o Jesus,0x2c0b,iglesia,,CA CALLE 3,,UB SAN FERNANDO,,CALLAO,CALLAO,CALLAO,PERU,-77.111101,-12.051578
IEP Angeles de Fatima,0x2c05,,,CA FRANCISCO FORCELLEDO,,UB EL ROCIO,,CALLAO,CALLAO,CALLAO,PERU,-77.10753,-12.055131
Iglesia JSUD,0x2c0b,iglesia,,CA FRANCISCO RETES,2,UB 10 DE JUNIO,,CALLAO,CALLAO,CALLAO,PERU,-77.109935,-12.054247
IEP Jesus Maestro,0x2c05,colegio,(01) 498-7230,CA DOMINGO VALLE RIESTRA,2,UB STELLA MARIS,CA VALLE RIESTRA 250,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.113124,-12.059233
IST Simon Bolivar,0x2c05,instituto,,CA CALLE 3,,UB CIUDAD DEL PESCADOR,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.108864,-12.057935
Parroquia San Pedro,0x2c0b,,,CA CALLE 10B,,UB CIUDAD DEL PESCADOR,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.109025,-12.05936
Policlinico Bellavista Essalud,0x3002,,,CALLE 10B,,UB CIUDAD DEL PESCADOR,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.108992,-12.059838
Bodega,0x2e02,,,JR FERNANDO WIELAND,1,UB LOS PILARES,,CALLAO,CALLAO,CALLAO,PERU,-77.110951,-12.055087
Agente BBVA,0x2f06,,,JR FERNANDO WIELAND,1,UB LOS PILARES,,CALLAO,CALLAO,CALLAO,PERU,-77.110945,-12.055117
Agente Scotiabank,0x2f06,,,JR FERNANDO WIELAND,1,UB LOS PILARES,,CALLAO,CALLAO,CALLAO,PERU,-77.110941,-12.055141
Chifa Kang Fu,0x2a04,,,AV OSCAR R BENAVIDES,30,UB CIUDAD DEL PESCADOR,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.110178,-12.056272
Cebicheria el Taku,0x2a0b,,,CA CALLE 3,,UB LOS PILARES,,CALLAO,CALLAO,CALLAO,PERU,-77.113423,-12.056384
